price_EUR
1396.0
1999.0
2099.0
955.0
1599.0
485.0
1499.0
1890.0
1349.0
906.62
799.0
1379.0
3154.0
467.0
2799.0
2064.9
1126.71
450.0
1116.99
304.0
2199.0
728.0
1031.0
1186.0
619.0
1825.0
1103.0
1599.0
1296.99
2499.0
1099.0
2199.0
375.0
1695.0
1229.56
3100.0
1099.0
655.0
1499.0
850.66
1599.0
1468.0
1349.0
1080.0
2968.0
2397.0
899.0
2449.0
586.6
2330.0
1300.0
547.0
1199.0
2680.0
1799.0
800.0
598.0
489.0
949.0
1639.0
462.35
2589.0
1388.0
245.0
549.0
277.99
1584.0
2499.0
1329.0
769.15
479.0
3949.4
1090.0
677.35
2370.0
549.0
476.99
1089.0
819.0
1379.0
2999.0
368.0
2041.0
530.0
429.0
1899.0
849.0
369.0
459.0
1008.52
1499.0
1518.55
1399.0
961.0
333.0
2499.0
1099.0
449.0
1349.0
255.0
499.0
579.0
1271.0
1480.0
1849.0
2277.0
2445.0
899.0
361.8
1950.0
1845.0
1760.0
500.0
1187.0
1191.8
879.01
938.0
1199.0
244.99
602.0
289.0
699.0
657.0
698.0
309.0
655.01
572.0
2699.0
549.0
1867.85
325.0
469.0
649.0
752.0
729.0
902.0
999.9
784.0
1094.0
639.0
2559.0
2408.0
410.8
789.01
379.0
2135.0
859.01
846.0
418.64
2399.0
1591.0
1629.0
1869.0
409.0
1119.0
1476.11
1142.4
470.34
499.0
889.0
2250.68
1099.0
649.0
475.0
478.89
1579.0
1116.02
1799.0
819.0
999.0
1599.0
1449.9
1159.0
1679.0
819.0
1363.0
529.0
1099.99
309.0
973.0
1129.0
1686.64
344.0
597.0
915.0
259.0
749.01
2537.45
629.0
2099.0
1429.0
1539.0
799.0
705.5
489.0
1099.99
1999.0
589.52
615.0
911.0
438.69
726.0
1925.0
754.0
299.0
1249.0
1398.0
229.0
800.0
836.6
1599.0
488.69
565.0
638.0
2350.0
977.0
719.0
1899.0
414.9
1549.0
1169.0
1449.0
544.15
745.0
943.0
369.0
1228.99
705.15
1197.0
589.0
793.0
1096.0
846.5
675.0
1510.0
900.0
389.0
2649.0
248.9
2299.0
589.0
523.63
2199.0
1049.0
1144.0
444.0
1135.0
2027.42
1095.0
990.0
1193.0
1179.0
1262.0
898.94
2229.0
1011.99
439.0
2046.0
1135.0
274.9
902.0
859.0
794.0
1495.0
2299.0
2663.0
1537.39
2122.0
999.0
1713.49
324.0
1598.0
1637.0
669.0
699.0
1299.0
349.0
2282.0
389.0
557.37
199.0
